idmov,fecha,idpoliza,idcuenta,nombre,cargo,abono
2247,2022-08-17 11:10:32.0,4,33,'Cetes',1029.11,0.0
2248,2022-08-17 11:12:12.0,5,32,'Sura Afore',21506.94,0.0
2249,2022-08-17 11:14:26.0,6,67,'Caja CGV socio',806.0,0.0
2250,2022-08-17 11:15:17.0,7,34,'Cgv Préstamo coche',0.0,23291.13
2251,2022-08-17 20:06:41.0,8,17,'BBVA Libretón',1917.72,0.0
2252,2022-08-17 20:07:17.0,8,20,'Doctorado',0.0,1917.72
2253,2022-08-17 20:08:33.0,9,36,'BBVA Azul',0.0,8000.0
2254,2022-08-17 20:09:58.0,9,71,'Gastos diversos',8000.0,0.0
2255,2022-08-17 20:11:02.0,10,37,'Citi Oro',0.0,22452.75
2256,2022-08-17 20:11:25.0,10,71,'Gastos diversos',22452.75,0.0
2257,2022-08-17 20:13:55.0,4,17,'BBVA Libretón',0.0,1029.11
2258,2022-08-17 20:23:51.0,5,66,'Aportaciones',0.0,21506.94
2259,2022-08-17 20:25:20.0,6,17,'BBVA Libretón',0.0,806.0
2260,2022-08-17 20:38:07.0,3,48,'Renault Stepway',27725.22,0.0
2261,2022-08-17 20:38:22.0,2,48,'Renault Stepway',215712.97,0.0
2262,2022-08-17 20:38:38.0,7,48,'Renault Stepway',23291.13,0.0
2263,2022-08-17 20:46:30.0,11,36,'BBVA Azul',0.0,759.0
2264,2022-08-17 20:47:57.0,12,17,'BBVA Libretón',0.0,80.0
2265,2022-08-17 20:48:42.0,11,25,'Luz El Marqués',223.0,0.0
2266,2022-08-17 20:48:56.0,11,71,'Gastos diversos',536.0,0.0
2267,2022-08-17 20:49:15.0,12,36,'BBVA Azul',80.0,0.0
2268,2022-08-18 09:03:32.0,13,37,'Citi Oro',0.0,1193.44
2269,2022-08-18 16:32:19.0,14,37,'Citi Oro',0.0,500.0
2270,2022-08-18 16:32:27.0,15,37,'Citi Oro',0.0,1500.0
2271,2022-08-18 16:33:29.0,14,75,'Gasolina',500.0,0.0
2272,2022-08-18 16:33:47.0,15,46,'Doctorado',1500.0,0.0
2273,2022-08-19 12:11:01.0,16,67,'Caja CGV socio',0.0,500.0
2274,2022-08-19 12:11:18.0,16,71,'Gastos diversos',500.0,0.0
2275,2022-08-21 18:17:48.0,17,37,'Citi Oro',0.0,148.0
2276,2022-08-21 18:17:54.0,18,37,'Citi Oro',0.0,98.0
2277,2022-08-21 18:20:51.0,17,78,'Medicamentos',148.0,0.0
2278,2022-08-21 18:21:04.0,18,71,'Gastos diversos',98.0,0.0
2279,2022-08-21 18:24:33.0,13,31,'Comisiones Citi',883.44,0.0
2280,2022-08-21 18:24:38.0,13,31,'Comisiones Citi',168.65,0.0
2281,2022-08-23 16:29:23.0,19,36,'BBVA Azul',0.0,510.4
2282,2022-08-23 16:29:40.0,19,30,'Comisiones BBVA',510.4,0.0
2283,2022-08-23 16:31:31.0,13,31,'Comisiones Citi',141.35,0.0
2284,2022-08-24 12:20:43.0,20,18,'Citi Perfiles',2500.0,0.0
2285,2022-08-24 12:20:48.0,21,18,'Citi Perfiles',0.0,2500.0
2286,2022-08-24 12:23:19.0,20,22,'Servicios varios',0.0,2500.0
2287,2022-08-24 12:23:33.0,21,17,'BBVA Libretón',2500.0,0.0
2288,2022-08-24 12:42:29.0,22,33,'Cetes',0.0,997.87
2289,2022-08-24 12:43:00.0,22,17,'BBVA Libretón',997.87,0.0
2290,2022-08-24 16:37:45.0,23,17,'BBVA Libretón',510.0,0.0
2291,2022-08-24 16:38:21.0,23,30,'Comisiones BBVA',90.0,0.0
2292,2022-08-24 16:38:45.0,23,39,'Bancomer Nómina',0.0,600.0
2293,2022-08-24 16:42:06.0,24,17,'BBVA Libretón',0.0,4000.0
2294,2022-08-24 16:42:25.0,24,24,'Renta El Marqués',4000.0,0.0
2295,2022-08-29 11:33:24.0,25,17,'BBVA Libretón',0.0,1.26
2296,2022-08-17 11:08:18.0,2,41,'BBVA Renault',0.0,215712.97
2297,2022-08-17 11:08:49.0,3,39,'Bancomer Nómina',0.0,27725.22
2298,2022-08-17 11:10:32.0,4,33,'Cetes',1029.11,0.0
2299,2022-08-17 11:12:12.0,5,32,'Sura Afore',21506.94,0.0
2300,2022-08-17 11:14:26.0,6,67,'Caja CGV socio',806.0,0.0
2301,2022-08-17 11:15:17.0,7,34,'Cgv Préstamo coche',0.0,23291.13
2302,2022-08-17 20:06:41.0,8,17,'BBVA Libretón',1917.72,0.0
2303,2022-08-17 20:07:17.0,8,20,'Doctorado',0.0,1917.72
2304,2022-08-17 20:08:33.0,9,36,'BBVA Azul',0.0,8000.0
2305,2022-08-17 20:09:58.0,9,71,'Gastos diversos',8000.0,0.0
2306,2022-08-17 20:11:02.0,10,37,'Citi Oro',0.0,22452.75
2307,2022-08-17 20:11:25.0,10,71,'Gastos diversos',22452.75,0.0
2308,2022-08-17 20:13:55.0,4,17,'BBVA Libretón',0.0,1029.11
2309,2022-08-17 20:23:51.0,5,66,'Aportaciones',0.0,21506.94
2310,2022-08-17 20:25:20.0,6,17,'BBVA Libretón',0.0,806.0
2311,2022-08-17 20:38:07.0,3,48,'Renault Stepway',27725.22,0.0
2312,2022-08-17 20:38:22.0,2,48,'Renault Stepway',215712.97,0.0
2313,2022-08-17 20:38:38.0,7,48,'Renault Stepway',23291.13,0.0
2314,2022-08-17 20:46:30.0,11,36,'BBVA Azul',0.0,759.0
2315,2022-08-17 20:47:57.0,12,17,'BBVA Libretón',0.0,80.0
2316,2022-08-17 20:48:42.0,11,25,'Luz El Marqués',223.0,0.0
2317,2022-08-17 20:48:56.0,11,71,'Gastos diversos',536.0,0.0
2318,2022-08-17 20:49:15.0,12,36,'BBVA Azul',80.0,0.0
2319,2022-08-18 09:03:32.0,13,37,'Citi Oro',0.0,1193.44
2320,2022-08-18 16:32:19.0,14,37,'Citi Oro',0.0,500.0
2321,2022-08-18 16:32:27.0,15,37,'Citi Oro',0.0,1500.0
2322,2022-08-18 16:33:29.0,14,75,'Gasolina',500.0,0.0
2323,2022-08-18 16:33:47.0,15,46,'Doctorado',1500.0,0.0
2324,2022-08-19 12:11:01.0,16,67,'Caja CGV socio',0.0,500.0
2325,2022-08-19 12:11:18.0,16,71,'Gastos diversos',500.0,0.0
2326,2022-08-21 18:17:48.0,17,37,'Citi Oro',0.0,148.0
2327,2022-08-21 18:17:54.0,18,37,'Citi Oro',0.0,98.0
2328,2022-08-21 18:20:51.0,17,78,'Medicamentos',148.0,0.0
2329,2022-08-21 18:21:04.0,18,71,'Gastos diversos',98.0,0.0
2330,2022-08-21 18:24:33.0,13,31,'Comisiones Citi',883.44,0.0
2331,2022-08-21 18:24:38.0,13,31,'Comisiones Citi',168.65,0.0
2332,2022-08-23 16:29:23.0,19,36,'BBVA Azul',0.0,510.4
2333,2022-08-23 16:29:40.0,19,30,'Comisiones BBVA',510.4,0.0
2334,2022-08-23 16:31:31.0,13,31,'Comisiones Citi',141.35,0.0
2335,2022-08-24 12:20:43.0,20,18,'Citi Perfiles',2500.0,0.0
2336,2022-08-24 12:20:48.0,21,18,'Citi Perfiles',0.0,2500.0
2337,2022-08-24 12:23:19.0,20,22,'Servicios varios',0.0,2500.0
2338,2022-08-24 12:23:33.0,21,17,'BBVA Libretón',2500.0,0.0
2339,2022-08-24 12:42:29.0,22,33,'Cetes',0.0,997.87
2340,2022-08-24 12:43:00.0,22,17,'BBVA Libretón',997.87,0.0
2341,2022-08-24 16:37:45.0,23,17,'BBVA Libretón',510.0,0.0
2342,2022-08-24 16:38:21.0,23,30,'Comisiones BBVA',90.0,0.0
2343,2022-08-24 16:38:45.0,23,39,'Bancomer Nómina',0.0,600.0
2344,2022-08-24 16:42:06.0,24,17,'BBVA Libretón',0.0,4000.0
2345,2022-08-24 16:42:25.0,24,24,'Renta El Marqués',4000.0,0.0
2346,2022-08-29 11:33:24.0,25,17,'BBVA Libretón',0.0,1.26
2347,2022-08-17 11:08:18.0,2,41,'BBVA Renault',0.0,215712.97
2348,2022-08-17 11:08:49.0,3,39,'Bancomer Nómina',0.0,27725.22
2349,2022-08-17 11:10:32.0,4,33,'Cetes',1029.11,0.0
2350,2022-08-17 11:12:12.0,5,32,'Sura Afore',21506.94,0.0
2351,2022-08-17 11:14:26.0,6,67,'Caja CGV socio',806.0,0.0
2352,2022-08-17 11:15:17.0,7,34,'Cgv Préstamo coche',0.0,23291.13
2353,2022-08-17 20:06:41.0,8,17,'BBVA Libretón',1917.72,0.0
2354,2022-08-17 20:07:17.0,8,20,'Doctorado',0.0,1917.72
2355,2022-08-17 20:08:33.0,9,36,'BBVA Azul',0.0,8000.0
2356,2022-08-17 20:09:58.0,9,71,'Gastos diversos',8000.0,0.0
2357,2022-08-17 20:11:02.0,10,37,'Citi Oro',0.0,22452.75
2358,2022-08-17 20:11:25.0,10,71,'Gastos diversos',22452.75,0.0
2359,2022-08-17 20:13:55.0,4,17,'BBVA Libretón',0.0,1029.11
2360,2022-08-17 20:23:51.0,5,66,'Aportaciones',0.0,21506.94
2361,2022-08-17 20:25:20.0,6,17,'BBVA Libretón',0.0,806.0
2362,2022-08-17 20:38:07.0,3,48,'Renault Stepway',27725.22,0.0
2363,2022-08-17 20:38:22.0,2,48,'Renault Stepway',215712.97,0.0
2364,2022-08-17 20:38:38.0,7,48,'Renault Stepway',23291.13,0.0
2365,2022-08-17 20:46:30.0,11,36,'BBVA Azul',0.0,759.0
2366,2022-08-17 20:47:57.0,12,17,'BBVA Libretón',0.0,80.0
2367,2022-08-17 20:48:42.0,11,25,'Luz El Marqués',223.0,0.0
2368,2022-08-17 20:48:56.0,11,71,'Gastos diversos',536.0,0.0
2369,2022-08-17 20:49:15.0,12,36,'BBVA Azul',80.0,0.0
2370,2022-08-18 09:03:32.0,13,37,'Citi Oro',0.0,1193.44
2371,2022-08-18 16:32:19.0,14,37,'Citi Oro',0.0,500.0
2372,2022-08-18 16:32:27.0,15,37,'Citi Oro',0.0,1500.0
2373,2022-08-18 16:33:29.0,14,75,'Gasolina',500.0,0.0
2374,2022-08-18 16:33:47.0,15,46,'Doctorado',1500.0,0.0
2375,2022-08-19 12:11:01.0,16,67,'Caja CGV socio',0.0,500.0
2376,2022-08-19 12:11:18.0,16,71,'Gastos diversos',500.0,0.0
2377,2022-08-21 18:17:48.0,17,37,'Citi Oro',0.0,148.0
2378,2022-08-21 18:17:54.0,18,37,'Citi Oro',0.0,98.0
2379,2022-08-21 18:20:51.0,17,78,'Medicamentos',148.0,0.0
2380,2022-08-21 18:21:04.0,18,71,'Gastos diversos',98.0,0.0
2381,2022-08-21 18:24:33.0,13,31,'Comisiones Citi',883.44,0.0
2382,2022-08-21 18:24:38.0,13,31,'Comisiones Citi',168.65,0.0
2383,2022-08-23 16:29:23.0,19,36,'BBVA Azul',0.0,510.4
2384,2022-08-23 16:29:40.0,19,30,'Comisiones BBVA',510.4,0.0
2385,2022-08-23 16:31:31.0,13,31,'Comisiones Citi',141.35,0.0
2386,2022-08-24 12:20:43.0,20,18,'Citi Perfiles',2500.0,0.0
2387,2022-08-24 12:20:48.0,21,18,'Citi Perfiles',0.0,2500.0
2388,2022-08-24 12:23:19.0,20,22,'Servicios varios',0.0,2500.0
2389,2022-08-24 12:23:33.0,21,17,'BBVA Libretón',2500.0,0.0
2390,2022-08-24 12:42:29.0,22,33,'Cetes',0.0,997.87
2391,2022-08-24 12:43:00.0,22,17,'BBVA Libretón',997.87,0.0
2392,2022-08-24 16:37:45.0,23,17,'BBVA Libretón',510.0,0.0
2393,2022-08-24 16:38:21.0,23,30,'Comisiones BBVA',90.0,0.0
2394,2022-08-24 16:38:45.0,23,39,'Bancomer Nómina',0.0,600.0
2395,2022-08-24 16:42:06.0,24,17,'BBVA Libretón',0.0,4000.0
2396,2022-08-24 16:42:25.0,24,24,'Renta El Marqués',4000.0,0.0
2397,2022-08-29 11:33:24.0,25,17,'BBVA Libretón',0.0,1.26
2398,2022-08-17 11:08:18.0,2,41,'BBVA Renault',0.0,215712.97
2399,2022-08-17 11:08:49.0,3,39,'Bancomer Nómina',0.0,27725.22
2400,2022-08-17 11:10:32.0,4,33,'Cetes',1029.11,0.0
2401,2022-08-17 11:12:12.0,5,32,'Sura Afore',21506.94,0.0
2402,2022-08-17 11:14:26.0,6,67,'Caja CGV socio',806.0,0.0
2403,2022-08-17 11:15:17.0,7,34,'Cgv Préstamo coche',0.0,23291.13
2404,2022-08-17 20:06:41.0,8,17,'BBVA Libretón',1917.72,0.0
2405,2022-08-17 20:07:17.0,8,20,'Doctorado',0.0,1917.72
2406,2022-08-17 20:08:33.0,9,36,'BBVA Azul',0.0,8000.0
2407,2022-08-17 20:09:58.0,9,71,'Gastos diversos',8000.0,0.0
2408,2022-08-17 20:11:02.0,10,37,'Citi Oro',0.0,22452.75
2409,2022-08-17 20:11:25.0,10,71,'Gastos diversos',22452.75,0.0
2410,2022-08-17 20:13:55.0,4,17,'BBVA Libretón',0.0,1029.11
2411,2022-08-17 20:23:51.0,5,66,'Aportaciones',0.0,21506.94
2412,2022-08-17 20:25:20.0,6,17,'BBVA Libretón',0.0,806.0
2413,2022-08-17 20:38:07.0,3,48,'Renault Stepway',27725.22,0.0
2414,2022-08-17 20:38:22.0,2,48,'Renault Stepway',215712.97,0.0
2415,2022-08-17 20:38:38.0,7,48,'Renault Stepway',23291.13,0.0
2416,2022-08-17 20:46:30.0,11,36,'BBVA Azul',0.0,759.0
2417,2022-08-17 20:47:57.0,12,17,'BBVA Libretón',0.0,80.0
2418,2022-08-17 20:48:42.0,11,25,'Luz El Marqués',223.0,0.0
2419,2022-08-17 20:48:56.0,11,71,'Gastos diversos',536.0,0.0
2420,2022-08-17 20:49:15.0,12,36,'BBVA Azul',80.0,0.0
2421,2022-08-18 09:03:32.0,13,37,'Citi Oro',0.0,1193.44
2422,2022-08-18 16:32:19.0,14,37,'Citi Oro',0.0,500.0
2423,2022-08-18 16:32:27.0,15,37,'Citi Oro',0.0,1500.0
2424,2022-08-18 16:33:29.0,14,75,'Gasolina',500.0,0.0
2425,2022-08-18 16:33:47.0,15,46,'Doctorado',1500.0,0.0
2426,2022-08-19 12:11:01.0,16,67,'Caja CGV socio',0.0,500.0
2427,2022-08-19 12:11:18.0,16,71,'Gastos diversos',500.0,0.0
2428,2022-08-21 18:17:48.0,17,37,'Citi Oro',0.0,148.0
2429,2022-08-21 18:17:54.0,18,37,'Citi Oro',0.0,98.0
2430,2022-08-21 18:20:51.0,17,78,'Medicamentos',148.0,0.0
2431,2022-08-21 18:21:04.0,18,71,'Gastos diversos',98.0,0.0
2432,2022-08-21 18:24:33.0,13,31,'Comisiones Citi',883.44,0.0
2433,2022-08-21 18:24:38.0,13,31,'Comisiones Citi',168.65,0.0
2434,2022-08-23 16:29:23.0,19,36,'BBVA Azul',0.0,510.4
2435,2022-08-23 16:29:40.0,19,30,'Comisiones BBVA',510.4,0.0
2436,2022-08-23 16:31:31.0,13,31,'Comisiones Citi',141.35,0.0
2437,2022-08-24 12:20:43.0,20,18,'Citi Perfiles',2500.0,0.0
2438,2022-08-24 12:20:48.0,21,18,'Citi Perfiles',0.0,2500.0
2439,2022-08-24 12:23:19.0,20,22,'Servicios varios',0.0,2500.0
2440,2022-08-24 12:23:33.0,21,17,'BBVA Libretón',2500.0,0.0
2441,2022-08-24 12:42:29.0,22,33,'Cetes',0.0,997.87
2442,2022-08-24 12:43:00.0,22,17,'BBVA Libretón',997.87,0.0
2443,2022-08-24 16:37:45.0,23,17,'BBVA Libretón',510.0,0.0
2444,2022-08-24 16:38:21.0,23,30,'Comisiones BBVA',90.0,0.0
2445,2022-08-24 16:38:45.0,23,39,'Bancomer Nómina',0.0,600.0
2446,2022-08-24 16:42:06.0,24,17,'BBVA Libretón',0.0,4000.0
2447,2022-08-24 16:42:25.0,24,24,'Renta El Marqués',4000.0,0.0
2448,2022-08-29 11:33:24.0,25,17,'BBVA Libretón',0.0,1.26
2449,2022-08-17 11:08:18.0,2,41,'BBVA Renault',0.0,215712.97
2450,2022-08-17 11:08:49.0,3,39,'Bancomer Nómina',0.0,27725.22
2451,2022-08-17 11:10:32.0,4,33,'Cetes',1029.11,0.0
2452,2022-08-17 11:12:12.0,5,32,'Sura Afore',21506.94,0.0
2453,2022-08-17 11:14:26.0,6,67,'Caja CGV socio',806.0,0.0
2454,2022-08-17 11:15:17.0,7,34,'Cgv Préstamo coche',0.0,23291.13
2455,2022-08-17 20:06:41.0,8,17,'BBVA Libretón',1917.72,0.0
2456,2022-08-17 20:07:17.0,8,20,'Doctorado',0.0,1917.72
2457,2022-08-17 20:08:33.0,9,36,'BBVA Azul',0.0,8000.0
2458,2022-08-17 20:09:58.0,9,71,'Gastos diversos',8000.0,0.0
2459,2022-08-17 20:11:02.0,10,37,'Citi Oro',0.0,22452.75
2460,2022-08-17 20:11:25.0,10,71,'Gastos diversos',22452.75,0.0
2461,2022-08-17 20:13:55.0,4,17,'BBVA Libretón',0.0,1029.11
2462,2022-08-17 20:23:51.0,5,66,'Aportaciones',0.0,21506.94
2463,2022-08-17 20:25:20.0,6,17,'BBVA Libretón',0.0,806.0
2464,2022-08-17 20:38:07.0,3,48,'Renault Stepway',27725.22,0.0
2465,2022-08-17 20:38:22.0,2,48,'Renault Stepway',215712.97,0.0
2466,2022-08-17 20:38:38.0,7,48,'Renault Stepway',23291.13,0.0
2467,2022-08-17 20:46:30.0,11,36,'BBVA Azul',0.0,759.0
2468,2022-08-17 20:47:57.0,12,17,'BBVA Libretón',0.0,80.0
2469,2022-08-17 20:48:42.0,11,25,'Luz El Marqués',223.0,0.0
2470,2022-08-17 20:48:56.0,11,71,'Gastos diversos',536.0,0.0
2471,2022-08-17 20:49:15.0,12,36,'BBVA Azul',80.0,0.0
2472,2022-08-18 09:03:32.0,13,37,'Citi Oro',0.0,1193.44
2473,2022-08-18 16:32:19.0,14,37,'Citi Oro',0.0,500.0
2474,2022-08-18 16:32:27.0,15,37,'Citi Oro',0.0,1500.0
2475,2022-08-18 16:33:29.0,14,75,'Gasolina',500.0,0.0
2476,2022-08-18 16:33:47.0,15,46,'Doctorado',1500.0,0.0
2477,2022-08-19 12:11:01.0,16,67,'Caja CGV socio',0.0,500.0
2478,2022-08-19 12:11:18.0,16,71,'Gastos diversos',500.0,0.0
2479,2022-08-21 18:17:48.0,17,37,'Citi Oro',0.0,148.0
2480,2022-08-21 18:17:54.0,18,37,'Citi Oro',0.0,98.0
2481,2022-08-21 18:20:51.0,17,78,'Medicamentos',148.0,0.0
2482,2022-08-21 18:21:04.0,18,71,'Gastos diversos',98.0,0.0
2483,2022-08-21 18:24:33.0,13,31,'Comisiones Citi',883.44,0.0
2484,2022-08-21 18:24:38.0,13,31,'Comisiones Citi',168.65,0.0
2485,2022-08-23 16:29:23.0,19,36,'BBVA Azul',0.0,510.4
2486,2022-08-23 16:29:40.0,19,30,'Comisiones BBVA',510.4,0.0
2487,2022-08-23 16:31:31.0,13,31,'Comisiones Citi',141.35,0.0
2488,2022-08-24 12:20:43.0,20,18,'Citi Perfiles',2500.0,0.0
2489,2022-08-24 12:20:48.0,21,18,'Citi Perfiles',0.0,2500.0
2490,2022-08-24 12:23:19.0,20,22,'Servicios varios',0.0,2500.0
2491,2022-08-24 12:23:33.0,21,17,'BBVA Libretón',2500.0,0.0
2492,2022-08-24 12:42:29.0,22,33,'Cetes',0.0,997.87
2493,2022-08-24 12:43:00.0,22,17,'BBVA Libretón',997.87,0.0
2494,2022-08-24 16:37:45.0,23,17,'BBVA Libretón',510.0,0.0
2495,2022-08-24 16:38:21.0,23,30,'Comisiones BBVA',90.0,0.0
2496,2022-08-24 16:38:45.0,23,39,'Bancomer Nómina',0.0,600.0
2497,2022-08-24 16:42:06.0,24,17,'BBVA Libretón',0.0,4000.0
2498,2022-08-24 16:42:25.0,24,24,'Renta El Marqués',4000.0,0.0
2499,2022-08-29 11:33:24.0,25,17,'BBVA Libretón',0.0,1.26
2500,2022-08-17 11:08:18.0,2,41,'BBVA Renault',0.0,215712.97
2501,2022-08-17 11:08:49.0,3,39,'Bancomer Nómina',0.0,27725.22
2502,2022-08-17 11:10:32.0,4,33,'Cetes',1029.11,0.0
2503,2022-08-17 11:12:12.0,5,32,'Sura Afore',21506.94,0.0
2504,2022-08-17 11:14:26.0,6,67,'Caja CGV socio',806.0,0.0
2505,2022-08-17 11:15:17.0,7,34,'Cgv Préstamo coche',0.0,23291.13
2506,2022-08-17 20:06:41.0,8,17,'BBVA Libretón',1917.72,0.0
2507,2022-08-17 20:07:17.0,8,20,'Doctorado',0.0,1917.72
2508,2022-08-17 20:08:33.0,9,36,'BBVA Azul',0.0,8000.0
2509,2022-08-17 20:09:58.0,9,71,'Gastos diversos',8000.0,0.0
2510,2022-08-17 20:11:02.0,10,37,'Citi Oro',0.0,22452.75
2511,2022-08-17 20:11:25.0,10,71,'Gastos diversos',22452.75,0.0
2512,2022-08-17 20:13:55.0,4,17,'BBVA Libretón',0.0,1029.11
2513,2022-08-17 20:23:51.0,5,66,'Aportaciones',0.0,21506.94
2514,2022-08-17 20:25:20.0,6,17,'BBVA Libretón',0.0,806.0
2515,2022-08-17 20:38:07.0,3,48,'Renault Stepway',27725.22,0.0
2516,2022-08-17 20:38:22.0,2,48,'Renault Stepway',215712.97,0.0
2517,2022-08-17 20:38:38.0,7,48,'Renault Stepway',23291.13,0.0
2518,2022-08-17 20:46:30.0,11,36,'BBVA Azul',0.0,759.0
2519,2022-08-17 20:47:57.0,12,17,'BBVA Libretón',0.0,80.0
2520,2022-08-17 20:48:42.0,11,25,'Luz El Marqués',223.0,0.0
2521,2022-08-17 20:48:56.0,11,71,'Gastos diversos',536.0,0.0
2522,2022-08-17 20:49:15.0,12,36,'BBVA Azul',80.0,0.0
2523,2022-08-18 09:03:32.0,13,37,'Citi Oro',0.0,1193.44
2524,2022-08-18 16:32:19.0,14,37,'Citi Oro',0.0,500.0
2525,2022-08-18 16:32:27.0,15,37,'Citi Oro',0.0,1500.0
2526,2022-08-18 16:33:29.0,14,75,'Gasolina',500.0,0.0
2527,2022-08-18 16:33:47.0,15,46,'Doctorado',1500.0,0.0
2528,2022-08-19 12:11:01.0,16,67,'Caja CGV socio',0.0,500.0
2529,2022-08-19 12:11:18.0,16,71,'Gastos diversos',500.0,0.0
2530,2022-08-21 18:17:48.0,17,37,'Citi Oro',0.0,148.0
2531,2022-08-21 18:17:54.0,18,37,'Citi Oro',0.0,98.0
2532,2022-08-21 18:20:51.0,17,78,'Medicamentos',148.0,0.0
2533,2022-08-21 18:21:04.0,18,71,'Gastos diversos',98.0,0.0
2534,2022-08-21 18:24:33.0,13,31,'Comisiones Citi',883.44,0.0
2535,2022-08-21 18:24:38.0,13,31,'Comisiones Citi',168.65,0.0
2536,2022-08-23 16:29:23.0,19,36,'BBVA Azul',0.0,510.4
2537,2022-08-23 16:29:40.0,19,30,'Comisiones BBVA',510.4,0.0
2538,2022-08-23 16:31:31.0,13,31,'Comisiones Citi',141.35,0.0
2539,2022-08-24 12:20:43.0,20,18,'Citi Perfiles',2500.0,0.0
2540,2022-08-24 12:20:48.0,21,18,'Citi Perfiles',0.0,2500.0
2541,2022-08-24 12:23:19.0,20,22,'Servicios varios',0.0,2500.0
2542,2022-08-24 12:23:33.0,21,17,'BBVA Libretón',2500.0,0.0
2543,2022-08-24 12:42:29.0,22,33,'Cetes',0.0,997.87
2544,2022-08-24 12:43:00.0,22,17,'BBVA Libretón',997.87,0.0
2545,2022-08-24 16:37:45.0,23,17,'BBVA Libretón',510.0,0.0
2546,2022-08-24 16:38:21.0,23,30,'Comisiones BBVA',90.0,0.0
2547,2022-08-24 16:38:45.0,23,39,'Bancomer Nómina',0.0,600.0
2548,2022-08-24 16:42:06.0,24,17,'BBVA Libretón',0.0,4000.0
2549,2022-08-24 16:42:25.0,24,24,'Renta El Marqués',4000.0,0.0
2550,2022-08-29 11:33:24.0,25,17,'BBVA Libretón',0.0,1.26
2551,2022-08-17 11:08:18.0,2,41,'BBVA Renault',0.0,215712.97
2552,2022-08-17 11:08:49.0,3,39,'Bancomer Nómina',0.0,27725.22
2553,2022-08-17 11:10:32.0,4,33,'Cetes',1029.11,0.0
2554,2022-08-17 11:12:12.0,5,32,'Sura Afore',21506.94,0.0
2555,2022-08-17 11:14:26.0,6,67,'Caja CGV socio',806.0,0.0
2556,2022-08-17 11:15:17.0,7,34,'Cgv Préstamo coche',0.0,23291.13
2557,2022-08-17 20:06:41.0,8,17,'BBVA Libretón',1917.72,0.0
2558,2022-08-17 20:07:17.0,8,20,'Doctorado',0.0,1917.72
2559,2022-08-17 20:08:33.0,9,36,'BBVA Azul',0.0,8000.0
2560,2022-08-17 20:09:58.0,9,71,'Gastos diversos',8000.0,0.0
2561,2022-08-17 20:11:02.0,10,37,'Citi Oro',0.0,22452.75
2562,2022-08-17 20:11:25.0,10,71,'Gastos diversos',22452.75,0.0
2563,2022-08-17 20:13:55.0,4,17,'BBVA Libretón',0.0,1029.11
2564,2022-08-17 20:23:51.0,5,66,'Aportaciones',0.0,21506.94
2565,2022-08-17 20:25:20.0,6,17,'BBVA Libretón',0.0,806.0
2566,2022-08-17 20:38:07.0,3,48,'Renault Stepway',27725.22,0.0
2567,2022-08-17 20:38:22.0,2,48,'Renault Stepway',215712.97,0.0
2568,2022-08-17 20:38:38.0,7,48,'Renault Stepway',23291.13,0.0
2569,2022-08-17 20:46:30.0,11,36,'BBVA Azul',0.0,759.0
2570,2022-08-17 20:47:57.0,12,17,'BBVA Libretón',0.0,80.0
2571,2022-08-17 20:48:42.0,11,25,'Luz El Marqués',223.0,0.0
2572,2022-08-17 20:48:56.0,11,71,'Gastos diversos',536.0,0.0
2573,2022-08-17 20:49:15.0,12,36,'BBVA Azul',80.0,0.0
2574,2022-08-18 09:03:32.0,13,37,'Citi Oro',0.0,1193.44
2575,2022-08-18 16:32:19.0,14,37,'Citi Oro',0.0,500.0
2576,2022-08-18 16:32:27.0,15,37,'Citi Oro',0.0,1500.0
2577,2022-08-18 16:33:29.0,14,75,'Gasolina',500.0,0.0
2578,2022-08-18 16:33:47.0,15,46,'Doctorado',1500.0,0.0
2579,2022-08-19 12:11:01.0,16,67,'Caja CGV socio',0.0,500.0
2580,2022-08-19 12:11:18.0,16,71,'Gastos diversos',500.0,0.0
2581,2022-08-21 18:17:48.0,17,37,'Citi Oro',0.0,148.0
2582,2022-08-21 18:17:54.0,18,37,'Citi Oro',0.0,98.0
2583,2022-08-21 18:20:51.0,17,78,'Medicamentos',148.0,0.0
2584,2022-08-21 18:21:04.0,18,71,'Gastos diversos',98.0,0.0
2585,2022-08-21 18:24:33.0,13,31,'Comisiones Citi',883.44,0.0
2586,2022-08-21 18:24:38.0,13,31,'Comisiones Citi',168.65,0.0
2587,2022-08-23 16:29:23.0,19,36,'BBVA Azul',0.0,510.4
2588,2022-08-23 16:29:40.0,19,30,'Comisiones BBVA',510.4,0.0
2589,2022-08-23 16:31:31.0,13,31,'Comisiones Citi',141.35,0.0
2590,2022-08-24 12:20:43.0,20,18,'Citi Perfiles',2500.0,0.0
2591,2022-08-24 12:20:48.0,21,18,'Citi Perfiles',0.0,2500.0
2592,2022-08-24 12:23:19.0,20,22,'Servicios varios',0.0,2500.0
2593,2022-08-24 12:23:33.0,21,17,'BBVA Libretón',2500.0,0.0
2594,2022-08-24 12:42:29.0,22,33,'Cetes',0.0,997.87
2595,2022-08-24 12:43:00.0,22,17,'BBVA Libretón',997.87,0.0
2596,2022-08-24 16:37:45.0,23,17,'BBVA Libretón',510.0,0.0
2597,2022-08-24 16:38:21.0,23,30,'Comisiones BBVA',90.0,0.0
2598,2022-08-24 16:38:45.0,23,39,'Bancomer Nómina',0.0,600.0
